削除フラグ,【基本】Bカート商品ID,【基本】商品名,【基本】商品管理番号,【基本】キャッチコピー,【基本】メインカテゴリID,【基本】サブカテゴリID,【基本】特集ID（1）,【基本】特集ID（2）,【基本】特集ID（3）,【基本】生産地,【基本】サイズ,【基本】素材,【基本】注意事項,【基本】商品特徴,【基本】カスタム項目1,【基本】カスタム項目2,【基本】カスタム項目3,【基本】カスタム項目4,【基本】カスタム項目5,【基本】カスタム項目6,【基本】カスタム項目7,【基本】説明,【基本】meta_title,【基本】meta_keywords,【基本】meta_description,【基本】画像,【基本】商品グループID,【基本】状態,【基本】商品非表示グループ,【基本】商品非表示の例外(顧客ID),【基本】販売開始日時,【基本】販売終了日時,【基本】更新日時,【基本】レスポンシブ上部フリースペース,【基本】レスポンシブ中部フリースペース,【基本】レスポンシブ下部フリースペース,【基本】ダウンロードファイルパス（zipなど）,【基本】レコメンド,【基本】商品一覧表示パターン,【基本】表示順,【セット】BカートセットID,【セット】セット名,【セット】品番,【セット】JANコード,【セット】ロケーション,【セット】上代タイプ,【セット】上代,【セット】配送グループ,【セット】配送サイズ,【セット】カスタム項目1,【セット】カスタム項目2,【セット】カスタム項目3,【セット】商品オプションID,【セット】説明,【セット】単価,【セット】特別価格,【セット】入数,【セット】単位,【セット】税区分,【セット】最小注文可能数,【セット】最大注文可能数,【セット】在庫,【セット】在庫制限,【セット】在庫表示パターン,【セット】在庫わずか数,【セット】売上数,【セット】決済制限,【セット】表示順,【セット】商品グループID,【セット】状態,【セット】商品セット非表示グループ,【セット】商品セット非表示の例外(顧客ID),【セット】更新日時,【セット】グループ価格1,【セット】グループ価格2,【セット】グループ価格3,【セット】グループ価格4,【セット】グループ価格5,【セット】グループ価格6,【セット】グループ価格7,【セット】グループ価格8,【セット】グループ価格9,【セット】グループ価格10,サブ画像1,サブ画像2,サブ画像3,サブ画像4,サブ画像5,サブ画像6,サブ画像キャプション1,サブ画像キャプション2,サブ画像キャプション3,サブ画像キャプション4,サブ画像キャプション5,サブ画像キャプション6
,3475,久礼 純米吟醸 無濾過生酒 吟の夢,,"もぎたてバナナを
思わせるキメ細やかな香りと
程よい酸が印象的です。",26,,,,,高知県,,,,,,,,,,,,"高知県産「吟の夢」を100％使用し、仕込1000Kで醸した純米吟醸です。

開栓から爽快な吟醸香と、滑らかで優しいタッチの口当りが特徴です。
バナナを思わせる甘～い香りと、程よい酸が印象的です。
こちらも、瓶底には無濾過無調整の為、
若干ですが、澱(おり)が沈殿しておりますので お楽しみ頂く際には、
すこし澱を絡めても、ジューシーな味わいが楽しめます。

～店長のコメント～
漁師町で有名な高知県中土佐町の小さな蔵元が醸す、華やかな果実香拡がる入魂の一滴!!
全て仕込総米1000K、吟の夢を使用し、荒走りの部分を無濾過のまま瓶詰め致しました。",,,,https://www.af-1.jp/bottle/10502.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">吟の夢</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">50％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">17度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10502.png"">",,,0,0,4604,久礼 純米吟醸 無濾過生酒 吟の夢 1.8L,10502,,,非表示,0,弊社指定の運送会社,3000,,,,,,3200,,1,本,1,,,5,0,1,0,0,,0,,表示,,,,3200,3200,3200,3200,,,,,,,,,,,,,久礼 純米吟醸 無濾過生酒 吟の夢,,,,,
,3479,久礼 特別純米 無濾過生酒 松山三井,,"ふっくらとした旨味と
メロン香のような果実香
フレッシュな果実味が満載です",26,,,,,高知県,,,,,,,,,,,,"久礼を手掛けている西岡酒造店が得意とする
酒米「松山三井」で醸した手詰めの直汲みです。
淡麗辛口のお酒ではなく、溢れんばかりの旨みと豊かで
優しいメロンを思わせる香りを楽しめる辛口純米酒です。
無濾過生原酒ということもあり、味わいはとてもジューシー。
キレの良い辛さと上品な酸味がしっかりと印象を与えるこのクオリティーは、
さすがに久礼です♪
コストパフォーマンスにも優れており、辛口好きにはたまりません！",,,,https://www.af-1.jp/bottle/10503.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">特別純米酒/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">17度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10503.png"">",,,0,0,4610,久礼 特別純米 無濾過生酒 松山三井 1.8L,10503,,,非表示,0,弊社指定の運送会社,3000,,,,,,2900,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2900,2900,2900,2900,,,,,,,,,,,,,久礼 特別純米 無濾過生酒 松山三井,,,,,
,3479,久礼 特別純米 無濾過生酒 松山三井,,"ふっくらとした旨味と
メロン香のような果実香
フレッシュな果実味が満載です",26,,,,,高知県,,,,,,,,,,,,"久礼を手掛けている西岡酒造店が得意とする
酒米「松山三井」で醸した手詰めの直汲みです。
淡麗辛口のお酒ではなく、溢れんばかりの旨みと豊かで
優しいメロンを思わせる香りを楽しめる辛口純米酒です。
無濾過生原酒ということもあり、味わいはとてもジューシー。
キレの良い辛さと上品な酸味がしっかりと印象を与えるこのクオリティーは、
さすがに久礼です♪
コストパフォーマンスにも優れており、辛口好きにはたまりません！",,,,https://www.af-1.jp/bottle/10503.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">特別純米酒/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">17度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10503.png"">",,,0,0,4611,久礼 特別純米 無濾過生酒 松山三井 720ml,10504,,,非表示,0,弊社指定の運送会社,1250,,,,,,1550,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1550,1550,1550,1550,,,,,,,,,,,,,久礼 特別純米 無濾過生酒 松山三井,,,,,
,3475,久礼 純米吟醸 無濾過生酒 吟の夢,,"もぎたてバナナを
思わせるキメ細やかな香りと
程よい酸が印象的です。",26,,,,,高知県,,,,,,,,,,,,"高知県産「吟の夢」を100％使用し、仕込1000Kで醸した純米吟醸です。

開栓から爽快な吟醸香と、滑らかで優しいタッチの口当りが特徴です。
バナナを思わせる甘～い香りと、程よい酸が印象的です。
こちらも、瓶底には無濾過無調整の為、
若干ですが、澱(おり)が沈殿しておりますので お楽しみ頂く際には、
すこし澱を絡めても、ジューシーな味わいが楽しめます。

～店長のコメント～
漁師町で有名な高知県中土佐町の小さな蔵元が醸す、華やかな果実香拡がる入魂の一滴!!
全て仕込総米1000K、吟の夢を使用し、荒走りの部分を無濾過のまま瓶詰め致しました。",,,,https://www.af-1.jp/bottle/10502.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">吟の夢</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">50％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">17度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10502.png"">",,,0,0,4605,久礼 純米吟醸 無濾過生酒 吟の夢 720ml,10509,,,非表示,0,弊社指定の運送会社,1250,,,,,,1650,,1,本,1,,,3,0,1,0,0,,0,,表示,,,,1650,1650,1650,1650,,,,,,,,,,,,,久礼 純米吟醸 無濾過生酒 吟の夢,,,,,
,3478,久礼 特別純米 花河童,,季節限定、超辛口（＋12）のイメージは、花火を見ながら晩酌する河童(かっぱ)！？,26,,2,9,,高知県,,,,,,,,,,,,"暑い時期に是非ともお勧めな辛口の特別純米酒！
イメージは“花火を見ながら晩酌する河童”です！
酒米は、得意の「松山三井」を使用し、旨みが辛さに引っ張られるだけでなく、
しっかりと幅を持たせながら香りとのバランスが絶妙に流れます。

久礼らしいメロン果実のような深いながらも
爽やかな香りが広がり、その旨味にスカ～っとした辛さが、
あとから追いついてくるような爽快感が走る綺麗な仕上がり！
きっちりと冷やしてお楽しみいただくのが美味しいと思います。
※生酒のため、冷蔵庫での保存をお勧めいたします。

～店長のコメント～
土佐の一本釣りの町、久礼の地で、「日本最後の清流」と言われる四万十川の伏流水で仕込んだ夏限定、辛口の特別純米酒です。",,,,https://www.af-1.jp/bottle/10577.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">特別純米酒/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">19度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10577.png"">",,,0,0,4608,久礼 特別純米 花河童 1.8L,10577,,,非表示,0,弊社指定の運送会社,3000,,,,,,2950,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/12 17:43,2950,2950,2950,2950,,,,,,,,,,,,,久礼 特別純米 花河童,,,,,
,3478,久礼 特別純米 花河童,,季節限定、超辛口（＋12）のイメージは、花火を見ながら晩酌する河童(かっぱ)！？,26,,2,9,,高知県,,,,,,,,,,,,"暑い時期に是非ともお勧めな辛口の特別純米酒！
イメージは“花火を見ながら晩酌する河童”です！
酒米は、得意の「松山三井」を使用し、旨みが辛さに引っ張られるだけでなく、
しっかりと幅を持たせながら香りとのバランスが絶妙に流れます。

久礼らしいメロン果実のような深いながらも
爽やかな香りが広がり、その旨味にスカ～っとした辛さが、
あとから追いついてくるような爽快感が走る綺麗な仕上がり！
きっちりと冷やしてお楽しみいただくのが美味しいと思います。
※生酒のため、冷蔵庫での保存をお勧めいたします。

～店長のコメント～
土佐の一本釣りの町、久礼の地で、「日本最後の清流」と言われる四万十川の伏流水で仕込んだ夏限定、辛口の特別純米酒です。",,,,https://www.af-1.jp/bottle/10577.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">特別純米酒/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">19度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10577.png"">",,,0,0,4609,久礼 特別純米 花河童 720ml,10578,,,非表示,0,弊社指定の運送会社,1250,,,,,,1530,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/12 17:43,1530,1530,1530,1530,,,,,,,,,,,,,久礼 特別純米 花河童,,,,,
,3477,久礼 辛口純米 ひやおろし,,四万十源流域の洞窟で熟成！ 常温で芳醇な旨辛さが光る＋10！,26,,10,,,高知県,,,,,,,,,,,,"久礼は「ホンモノ」のひやおろしにこだわりました。

冷蔵設備のないその昔、ひんやりとした洞窟がお酒の貯蔵・熟成場所とされていました。
久礼のひやおろしは当時と同じく、年間の気温が15-20°に一定した洞窟内で貯蔵されています。低温のような若さを保ちながらの熟成とは異なり、旨みや米の持つ本来の甘味も加わって良い状態で熟成をかけることができます。

「久礼ひやおろし」は、3月下旬に洞窟に入れ約半年寝かしていたものです。
やや辛口の芳醇な味わいで、常温で抜群の旨さが光ります。冷や燗でも、それぞれの温度帯で味わいの違いをお楽しみいただけます。",,,,https://www.af-1.jp/bottle/10622.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入れ酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10622.png"">",,,0,0,4607,久礼 辛口純米 ひやおろし 1.8L,10622,,,非表示,0,弊社指定の運送会社,3000,,,,,,2400,,1,本,1,,,20,0,1,0,0,,0,,表示,,,,2400,2400,2400,2400,,,,,,,,,,,,,久礼 辛口純米 ひやおろし,,,,,
,3470,久礼 山間米 純米吟醸 ひやおろし,,西土佐地区限定特別栽培米ヒノヒカリ100％使用。四万十のふるさとの味。,26,,10,,,高知県,,,,,,,,,,,,"米は、高知県西部四万十川流域西土佐地区でつくられた米ヒノヒカリ。
水は、四万十支流でも最も美しいとされる黒尊川源流水。
出来立ての新酒、純米吟醸（無濾過）を、3月に一年中温度が一定の四万十源流域の洞窟で貯蔵し、ゆっくりと熟成させた「ひやおろし」です。
水が生まれる山間地域の米と水から生まれた酒『山間米』。四万十のふるさとの風景に思いを馳せながらお召し上がりください。",,,,https://www.af-1.jp/bottle/10623.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">四万十山間米組合　西土佐地区限定特別栽培米ヒノヒカリ100％</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">55％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/火入れ酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">17度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_10623.png"">",,,0,0,4595,久礼 山間米 純米吟醸 ひやおろし 1.8L,10623,,,非表示,0,弊社指定の運送会社,3000,,,,,,2800,,1,本,1,,,0,0,1,0,0,,0,,表示,,,2022/3/12 17:50,2800,2800,2800,2800,,,,,,,,,,,,,久礼 山間米 純米吟醸 ひやおろし,,,,,
,3471,久礼 純米 おりがらみ本生,,"キリっとした辛さと
上品な酸味こそが
久礼の真骨頂",26,,,,,高知県,,,,,,,,,,,,"開栓してみるとフレッシュな果実を彷彿させる吟醸香が鼻腔をくすぐり、生の風味と純米造りらしい、やや幅を感じさせるラインが特徴の一本です。
そのラインをキリッとした辛さと上品な酸味がしっかりと後口に印象を与えるクオリティは、「久礼」の真骨頂でもありますね。
がっつりと冷やしてお楽しみくださいませ。この価格でこの味の提供は、かなりおススメです!",,,,https://www.af-1.jp/bottle/11491.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11491.png"">",,,0,0,4596,久礼 純米 おりがらみ本生 1.8L,11491,,,非表示,0,弊社指定の運送会社,3000,,,,,,2500,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2500,2500,2500,2500,,,,,,,,,,,,,久礼 純米 おりがらみ本生,,,,,
,3471,久礼 純米 おりがらみ本生,,"キリっとした辛さと
上品な酸味こそが
久礼の真骨頂",26,,,,,高知県,,,,,,,,,,,,"開栓してみるとフレッシュな果実を彷彿させる吟醸香が鼻腔をくすぐり、生の風味と純米造りらしい、やや幅を感じさせるラインが特徴の一本です。
そのラインをキリッとした辛さと上品な酸味がしっかりと後口に印象を与えるクオリティは、「久礼」の真骨頂でもありますね。
がっつりと冷やしてお楽しみくださいませ。この価格でこの味の提供は、かなりおススメです!",,,,https://www.af-1.jp/bottle/11491.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11491.png"">",,,0,0,4597,久礼 純米 おりがらみ本生 720ml,11492,,,非表示,0,弊社指定の運送会社,1250,,,,,,1250,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1250,1250,1250,1250,,,,,,,,,,,,,久礼 純米 おりがらみ本生,,,,,
,3473,久礼 純米吟醸 おりがらみ本生,,"シャープな辛さと、
「おり」がアクセントを加える
透明感ある旨み",26,,,,,高知県,,,,,,,,,,,,"こちらも開栓してみると、南国系の果実の吟醸香が徐々に華開きます。口当たりも夏酒らしく軽快でありながらも、【おり】が優しいアクセントを持たせる透明感のある旨味です。
のど越しのほうですが、久礼らしく艶やかながらもシャープな辛さも印象に残ります。
ギンギンに冷やしていただき、ワイングラスのような薄口のグラスで楽しんでいただくと、高知の銘酒をよりいっそう美味しく頂けると思います。",,,,https://www.af-1.jp/bottle/11493.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">50％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11493.png"">",,,0,0,4600,久礼 純米吟醸 おりがらみ本生 1.8L,11493,,,非表示,0,弊社指定の運送会社,3000,,,,,,3000,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,3000,3000,3000,3000,,,,,,,,,,,,,久礼 純米吟醸 おりがらみ本生,,,,,
,3473,久礼 純米吟醸 おりがらみ本生,,"シャープな辛さと、
「おり」がアクセントを加える
透明感ある旨み",26,,,,,高知県,,,,,,,,,,,,"こちらも開栓してみると、南国系の果実の吟醸香が徐々に華開きます。口当たりも夏酒らしく軽快でありながらも、【おり】が優しいアクセントを持たせる透明感のある旨味です。
のど越しのほうですが、久礼らしく艶やかながらもシャープな辛さも印象に残ります。
ギンギンに冷やしていただき、ワイングラスのような薄口のグラスで楽しんでいただくと、高知の銘酒をよりいっそう美味しく頂けると思います。",,,,https://www.af-1.jp/bottle/11493.jpg,,表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">50％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11493.png"">",,,0,0,4601,久礼 純米吟醸 おりがらみ本生 720ml,11494,,,非表示,0,弊社指定の運送会社,1250,,,,,,1500,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1500,1500,1500,1500,,,,,,,,,,,,,久礼 純米吟醸 おりがらみ本生,,,,,
,3472,久礼 純米 新酒しぼりたて生原酒,,超ドライな喉越しを演出する久礼のしぼりたて☆,26,,5,,,高知県,,,,,,,,,,,,"このお酒は「しぼりたて」の状態でも充分に美味しさを感じて頂けるように、新酒は搾る中でも特に美味しいといわれる""中取り""をいっぱい集めた状態で瓶詰めしております。
フレッシュ感を特に感じて頂けるように、若干の""おり""と爽快な微発泡感が特徴です。完熟フルーツのような果実香と、きりっとした辛さをを融合させながら口の中を沁みわたらせます。キレとのど越しの良さは、超がつくほどのドライな仕上がり。
原酒ですが3杯・4杯と飲めてしまう飽きのなさもこのお酒の特徴でもあります。
フレッシュな新酒でここまでの完成度はすごいです！",,,,https://www.af-1.jp/bottle/11598.jpg,,非表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11598.png"">",,,0,0,4598,久礼 純米 新酒しぼりたて生原酒 1.8L,11598,,,非表示,0,弊社指定の運送会社,3000,,,,,,2400,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2400,2400,2400,2400,,,,,,,,,,,,,久礼 純米 新酒しぼりたて生原酒,,,,,
,3472,久礼 純米 新酒しぼりたて生原酒,,超ドライな喉越しを演出する久礼のしぼりたて☆,26,,5,,,高知県,,,,,,,,,,,,"このお酒は「しぼりたて」の状態でも充分に美味しさを感じて頂けるように、新酒は搾る中でも特に美味しいといわれる""中取り""をいっぱい集めた状態で瓶詰めしております。
フレッシュ感を特に感じて頂けるように、若干の""おり""と爽快な微発泡感が特徴です。完熟フルーツのような果実香と、きりっとした辛さをを融合させながら口の中を沁みわたらせます。キレとのど越しの良さは、超がつくほどのドライな仕上がり。
原酒ですが3杯・4杯と飲めてしまう飽きのなさもこのお酒の特徴でもあります。
フレッシュな新酒でここまでの完成度はすごいです！",,,,https://www.af-1.jp/bottle/11598.jpg,,非表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11598.png"">",,,0,0,4599,久礼 純米 新酒しぼりたて生原酒 720ml,11599,,,非表示,0,弊社指定の運送会社,1250,,,,,,1200,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1200,1200,1200,1200,,,,,,,,,,,,,久礼 純米 新酒しぼりたて生原酒,,,,,
,3474,久礼 純米吟醸 新酒しぼりたて生原酒,,"新酒でこの口当たりの良さは
ぐいぐいイケますよ",26,,,,,高知県,,,,,,,,,,,,"純米のしぼりたてと同じく""中取り""を瓶詰めしております。
高知県産「吟の夢」を100％使用した久礼のしぼりたて。
飲み手の欲をそそる”しぼりたて”特有のおりが若干残り、ぴちぴちとした感覚のなんともいえない飲み心地がとても楽しく感じるお酒♪
お酒が苦手な方にも原酒だと感じさせない口当たりの良さ、繊細さはすばらしい。
また酒米の特徴である適度な酸とフルーティーな香り、飲み飽きしない軽やかなキレの良さが引き出された久礼のしぼりたてをお楽しみください☆",,,,https://www.af-1.jp/bottle/11600.jpg,,非表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">50％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11600.png"">",,,0,0,4602,久礼 純米吟醸 新酒しぼりたて生原酒 1.8L,11600,,,非表示,0,弊社指定の運送会社,3000,,,,,,2800,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2800,2800,2800,2800,,,,,,,,,,,,,久礼 純米吟醸 新酒しぼりたて生原酒,,,,,
,3474,久礼 純米吟醸 新酒しぼりたて生原酒,,"新酒でこの口当たりの良さは
ぐいぐいイケますよ",26,,,,,高知県,,,,,,,,,,,,"純米のしぼりたてと同じく""中取り""を瓶詰めしております。
高知県産「吟の夢」を100％使用した久礼のしぼりたて。
飲み手の欲をそそる”しぼりたて”特有のおりが若干残り、ぴちぴちとした感覚のなんともいえない飲み心地がとても楽しく感じるお酒♪
お酒が苦手な方にも原酒だと感じさせない口当たりの良さ、繊細さはすばらしい。
また酒米の特徴である適度な酸とフルーティーな香り、飲み飽きしない軽やかなキレの良さが引き出された久礼のしぼりたてをお楽しみください☆",,,,https://www.af-1.jp/bottle/11600.jpg,,非表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">松山三井</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">50％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米吟醸/生酒</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">18度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11600.png"">",,,0,0,4603,久礼 純米吟醸 新酒しぼりたて生原酒 720ml,11601,,,非表示,0,弊社指定の運送会社,1250,,,,,,1400,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,1400,1400,1400,1400,,,,,,,,,,,,,久礼 純米吟醸 新酒しぼりたて生原酒,,,,,
,3476,久礼 辛口純米 +10,,"土佐の旦那方も唸らせる
一本釣りの町で生まれた淡麗辛口酒。",26,,,,,高知県,,,,,,,,,,,,"日本酒「久礼」が造られる地は、土佐一本釣りで有名な町。
魚と辛口酒の相性の良さは今更言うまでもありませんが、この「久礼」が造られる土地のことを考えると、その味は生半可なものでは満足してもらえないでしょう。
少し琥珀色がかった酒からは、純米酒らしい米のふくよかな香りと、僅かながら白桃のようなジューシーな甘みも感じます。
香りは控えめ。 含んでみるとゆっくりと広がる穏やかな米の甘み。
どっしりとしたタイプの旨みではない分、飲み飽きせず、すぐに次の一杯へと知らず知らずのうちに手が伸びてしまいます。
辛口でキレの良い淡麗なタイプでありながらも、決して旨みが少ないわけではなく、序盤に旨みを堪能したのちにスッとキレていくこのバランスは抜群。
また、燗にしてもその味わいに全く衰えを見せません。
冷酒ではキュッと旨さを愉しむことができる、バランス感抜群のお酒だったのに対し、燗につけると旨み、酸味に幅を持ち、飲み応えのあるどしっとした表情に一変。
一本で二度楽しむことができます。",,,,https://www.af-1.jp/bottle/11863.jpg,,非表示,,,,,2021/3/16 15:37,,"<table class=""spec"" border=""1"">
  <tr>
    <th class=""spec"">使用米</th><td class=""spec"">国産米</td>
  </tr>
  <tr>
    <th class=""spec"">磨き</th><td class=""spec"">60％</td>
  </tr>
  <tr>
    <th class=""spec"">特定名称酒など</th><td class=""spec"">純米/火入</td>
  </tr>
  <tr>
    <th class=""spec"">度数</th><td class=""spec"">16度</td>
  </tr>
</table>","<img src=""https://www.af-1.jp/img/aji_11863.png"">",,,0,0,4606,久礼 辛口純米 +10 1.8L,11863,,,非表示,0,弊社指定の運送会社,3000,,,,,,2400,,1,本,1,,,0,0,1,0,0,,0,,表示,,,,2400,2400,2400,2400,,,,,,,,,,,,,久礼 辛口純米 +10,,,,,
